timestamp,open,high,low,close,volume
2024-07-26,68.2699966430664,69.12999725341797,67.9800033569336,68.7300033569336,828100.0
2024-07-29,68.87999725341797,69.23999786376953,68.38999938964844,69.06999969482422,1043500.0
2024-07-30,69.06999969482422,69.80999755859375,68.8499984741211,69.69999694824219,1429100.0
2024-07-31,69.18000030517578,69.69999694824219,68.9000015258789,68.97000122070312,1074100.0
2024-08-01,69.58999633789062,70.91000366210938,69.36000061035156,70.79000091552734,1519100.0
2024-08-02,70.83999633789062,72.02999877929688,70.5,71.47000122070312,1615100.0
2024-08-05,69.30999755859375,72.22000122070312,69.0199966430664,71.06999969482422,2650100.0
2024-08-06,70.9800033569336,73.19999694824219,70.68000030517578,72.23999786376953,2190600.0
2024-08-07,72.23999786376953,72.69000244140625,71.41000366210938,71.76000213623047,1150300.0
2024-08-08,71.52999877929688,72.1500015258789,71.06999969482422,71.58000183105469,910800.0
2024-08-09,71.8499984741211,72.11000061035156,71.29000091552734,72.0999984741211,618300.0
2024-08-12,72.0199966430664,72.29000091552734,71.12000274658203,71.86000061035156,698200.0
2024-08-13,72.30000305175781,72.30000305175781,71.5999984741211,71.83999633789062,1520300.0
2024-08-14,71.97000122070312,72.5999984741211,71.52999877929688,72.0,1059200.0
2024-08-15,71.95999908447266,72.11000061035156,71.22000122070312,71.6500015258789,1054800.0
2024-08-16,71.80000305175781,71.91999816894531,71.08000183105469,71.37999725341797,1093000.0
2024-08-19,71.54000091552734,72.41999816894531,71.54000091552734,72.30000305175781,908300.0
2024-08-20,72.4000015258789,72.5,71.87999725341797,72.16999816894531,767800.0
2024-08-21,72.41000366210938,72.77999877929688,72.05000305175781,72.75,611700.0
2024-08-22,72.80999755859375,72.80999755859375,72.13999938964844,72.44000244140625,518600.0
2024-08-23,72.44000244140625,73.2699966430664,72.36000061035156,72.9000015258789,1004800.0
2024-08-26,73.26000213623047,73.30000305175781,72.55000305175781,72.66999816894531,632300.0
2024-08-27,72.22000122070312,73.05999755859375,71.86000061035156,72.69999694824219,607100.0
2024-08-28,72.66999816894531,73.38999938964844,72.5,73.33999633789062,777600.0
2024-08-29,73.18000030517578,73.26000213623047,72.75,72.86000061035156,420000.0
2024-08-30,72.87000274658203,73.52999877929688,72.45999908447266,73.01000213623047,1440900.0
2024-09-03,72.9000015258789,73.58000183105469,72.72000122070312,73.41999816894531,2518400.0
2024-09-04,73.43000030517578,74.83999633789062,73.43000030517578,74.5999984741211,1414100.0
2024-09-05,74.95999908447266,75.55000305175781,74.62999725341797,74.9000015258789,1050700.0
2024-09-06,74.80000305175781,75.08999633789062,74.48999786376953,75.04000091552734,592600.0
2024-09-09,74.72000122070312,76.33999633789062,74.72000122070312,76.33000183105469,1001700.0
2024-09-10,76.5199966430664,77.13999938964844,75.88999938964844,76.43000030517578,1203300.0
2024-09-11,75.81999969482422,76.37000274658203,75.25,75.95999908447266,685900.0
2024-09-12,75.87999725341797,76.13999938964844,75.48999786376953,75.87999725341797,453000.0
2024-09-13,76.4000015258789,76.79000091552734,75.86000061035156,76.69000244140625,784800.0
2024-09-16,77.13999938964844,77.30000305175781,76.62999725341797,76.70999908447266,920900.0
2024-09-17,76.30000305175781,76.58000183105469,75.80999755859375,75.97000122070312,946900.0
2024-09-18,76.33000183105469,76.55999755859375,75.33000183105469,75.63999938964844,622800.0
2024-09-19,75.69000244140625,75.80000305175781,73.54000091552734,74.12999725341797,1160000.0
2024-09-20,74.13999938964844,74.77999877929688,74.08000183105469,74.44999694824219,1770800.0
2024-09-23,74.91999816894531,75.37999725341797,74.72000122070312,74.97000122070312,446900.0
2024-09-24,74.5,75.19000244140625,74.36000061035156,74.62000274658203,748900.0
2024-09-25,74.81999969482422,74.83999633789062,74.37000274658203,74.55999755859375,501200.0
2024-09-26,74.38999938964844,74.9800033569336,74.08999633789062,74.4000015258789,542700.0
2024-09-27,74.81999969482422,75.11000061035156,74.29000091552734,74.83000183105469,760700.0
2024-09-30,74.62000274658203,75.38999938964844,74.16000366210938,75.33000183105469,1280800.0
2024-10-01,75.25,75.94999694824219,75.11000061035156,75.2699966430664,876300.0
2024-10-02,74.72000122070312,75.48999786376953,74.44999694824219,75.27999877929688,1246000.0
2024-10-03,75.0199966430664,75.25,74.5999984741211,75.19000244140625,1016600.0
2024-10-04,74.88999938964844,75.0199966430664,73.38999938964844,73.87999725341797,989800.0
2024-10-07,73.5199966430664,73.66000366210938,73.0,73.37000274658203,698900.0
2024-10-08,73.80000305175781,74.27999877929688,73.41000366210938,73.83999633789062,659000.0
2024-10-09,73.83999633789062,74.16999816894531,73.58000183105469,73.7300033569336,559800.0
2024-10-10,73.79000091552734,74.23999786376953,72.70999908447266,73.26000213623047,796300.0
2024-10-11,73.87000274658203,73.9000015258789,73.22000122070312,73.48999786376953,570900.0
2024-10-14,73.56999969482422,74.58999633789062,73.33000183105469,74.33000183105469,471100.0
2024-10-15,74.6500015258789,75.88999938964844,74.55000305175781,75.33000183105469,757500.0
2024-10-16,75.5,76.87999725341797,75.13999938964844,76.69000244140625,587000.0
2024-10-17,76.20999908447266,76.4000015258789,75.41999816894531,75.88999938964844,617500.0
2024-10-18,76.0999984741211,76.11000061035156,75.23999786376953,75.58000183105469,1108400.0
2024-10-21,75.48999786376953,75.80000305175781,74.7300033569336,74.9800033569336,1192300.0
2024-10-22,74.63999938964844,75.58000183105469,74.51000213623047,75.11000061035156,647400.0
