timestamp,open,high,low,close,volume
2024-07-26,2366.1962890625,2391.266357421875,2360.1015625,2388.06640625,13069950.0
2024-07-27,2388.07568359375,2391.14501953125,2386.465087890625,2388.028076171875,3591256.0
2024-07-28,2388.028076171875,2401.803955078125,2386.333740234375,2398.74462890625,2887656.0
2024-07-29,2398.7451171875,2401.3857421875,2374.634033203125,2382.8125,11271624.0
2024-07-30,2382.8125,2413.219970703125,2379.987548828125,2411.37548828125,9477017.0
2024-07-31,2411.37548828125,2451.018310546875,2406.078125,2446.49365234375,7737990.0
2024-08-01,2446.26025390625,2460.915283203125,2433.437744140625,2446.916259765625,10593579.0
2024-08-02,2446.916259765625,2477.174072265625,2423.607666015625,2444.263427734375,13158742.0
2024-08-03,2444.263427734375,2447.386962890625,2441.7998046875,2445.953125,6270793.0
2024-08-04,2445.953125,2450.1640625,2440.939208984375,2441.5107421875,4131285.0
2024-08-05,2441.5107421875,2456.66796875,2370.646240234375,2411.2138671875,19543917.0
2024-08-06,2411.2138671875,2421.3046875,2387.06982421875,2393.043701171875,15542834.0
2024-08-07,2393.043701171875,2407.583984375,2385.609619140625,2388.00927734375,10032712.0
2024-08-08,2388.051025390625,2429.95458984375,2387.305419921875,2425.405517578125,5421147.0
2024-08-09,2425.405517578125,2436.87255859375,2418.93701171875,2432.50634765625,4381723.0
2024-08-10,2432.50634765625,2435.37255859375,2431.275634765625,2433.296875,2463563.0
2024-08-11,2433.121826171875,2435.43310546875,2428.914306640625,2429.4501953125,2735416.0
2024-08-12,2429.4501953125,2475.760498046875,2426.4365234375,2474.94873046875,3957579.0
2024-08-13,2474.94873046875,2477.8955078125,2460.69775390625,2466.266357421875,5337512.0
2024-08-14,2466.266357421875,2479.645751953125,2447.896484375,2455.7861328125,5511900.0
2024-08-15,2455.7861328125,2469.28173828125,2439.987060546875,2459.505126953125,5592008.0
2024-08-16,2459.505126953125,2509.817626953125,2455.393798828125,2508.07763671875,4780763.0
2024-08-17,2508.07763671875,2522.7705078125,2507.513671875,2510.396728515625,3622531.0
2024-08-18,2510.396728515625,2515.63623046875,2504.71240234375,2507.434326171875,4051464.0
2024-08-19,2507.434326171875,2509.5048828125,2490.502685546875,2508.393798828125,5702054.0
2024-08-20,2508.393798828125,2538.300048828125,2505.267822265625,2529.266357421875,12664626.0
2024-08-21,2528.435791015625,2533.2763671875,2510.552490234375,2518.86181640625,6472168.0
2024-08-22,2518.86181640625,2524.2109375,2481.326416015625,2492.404296875,6236614.0
2024-08-23,2492.404296875,2519.054931640625,2491.889892578125,2514.02001953125,6408833.0
2024-08-24,2514.02001953125,2517.4287109375,2512.51513671875,2514.4580078125,5022844.0
2024-08-25,2514.4580078125,2516.581787109375,2510.9189453125,2513.952880859375,9474576.0
2024-08-26,2513.952880859375,2525.443603515625,2508.7216796875,2514.718505859375,7655738.0
2024-08-27,2514.718505859375,2523.898193359375,2502.8203125,2520.187255859375,8160422.0
2024-08-28,2520.187255859375,2520.98876953125,2487.292724609375,2504.630615234375,9976032.0
2024-08-29,2504.6279296875,2527.023193359375,2504.26806640625,2520.6787109375,7848316.0
2024-08-30,2520.6787109375,2525.649169921875,2495.36181640625,2502.61669921875,7834592.0
2024-08-31,2502.61669921875,2505.478759765625,2499.44384765625,2504.188720703125,5911098.0
2024-09-01,2504.188720703125,2506.744140625,2500.28076171875,2503.89404296875,7313119.0
2024-09-02,2503.89404296875,2506.48583984375,2491.830322265625,2499.639892578125,7522993.0
2024-09-03,2499.639892578125,2506.76953125,2477.38623046875,2494.592529296875,6741201.0
2024-09-04,2494.592529296875,2500.129150390625,2474.734130859375,2497.5810546875,8182306.0
2024-09-05,2497.673583984375,2526.566650390625,2493.791748046875,2518.91748046875,6026739.0
2024-09-06,2518.91748046875,2527.5888671875,2488.392822265625,2500.101318359375,5797899.0
2024-09-07,2500.101318359375,2500.995361328125,2495.828857421875,2496.77392578125,5083366.0
2024-09-08,2496.77392578125,2500.4951171875,2494.542236328125,2497.0927734375,3494784.0
2024-09-09,2496.86669921875,2508.63427734375,2489.4326171875,2507.438232421875,3483397.0
2024-09-10,2507.438232421875,2519.60693359375,2501.76025390625,2518.148681640625,3253247.0
2024-09-11,2518.148681640625,2526.246826171875,2505.22314453125,2511.658935546875,3488890.0
2024-09-12,2511.658935546875,2560.232421875,2508.825439453125,2557.974853515625,3736189.0
2024-09-13,2557.974853515625,2585.560546875,2556.543701171875,2576.6640625,4671343.0
2024-09-14,2576.6640625,2580.9912109375,2573.4970703125,2580.093505859375,3722018.0
2024-09-15,2580.093505859375,2582.104736328125,2574.31298828125,2579.597412109375,2983138.0
2024-09-16,2579.597412109375,2591.17919921875,2577.45703125,2584.605712890625,2980401.0
2024-09-17,2584.60302734375,2588.246826171875,2562.4970703125,2574.25830078125,3311055.0
2024-09-18,2574.25830078125,2600.586181640625,2549.5908203125,2559.344970703125,3694346.0
2024-09-19,2559.344970703125,2593.179443359375,2554.352783203125,2587.536376953125,3277868.0
2024-09-20,2587.536376953125,2624.208984375,2583.20751953125,2620.033203125,6970855.0
2024-09-21,2620.033203125,2623.4921875,2612.513427734375,2620.9638671875,3774814.0
2024-09-22,2620.9638671875,2624.44189453125,2619.649658203125,2621.151123046875,2354293.0
2024-09-23,2621.151123046875,2633.854736328125,2615.92333984375,2626.76220703125,4126812.0
2024-09-24,2626.76220703125,2664.42529296875,2622.98974609375,2657.02880859375,3282162.0
2024-09-25,2657.02880859375,2667.926025390625,2649.5185546875,2654.400634765625,4078368.0
2024-09-26,2654.400634765625,2680.47509765625,2651.122314453125,2671.841552734375,4501312.0
2024-09-27,2671.841552734375,2673.078369140625,2644.71435546875,2659.4619140625,3781987.0
2024-09-28,2659.4619140625,2661.593505859375,2655.0244140625,2658.980224609375,2327153.0
2024-09-29,2658.980224609375,2665.17578125,2656.40185546875,2663.6845703125,2509741.0
2024-09-30,2663.6845703125,2666.812744140625,2628.903564453125,2632.286376953125,3373234.0
2024-10-01,2632.286376953125,2677.360107421875,2631.41064453125,2662.002685546875,5785751.0
2024-10-02,2662.002685546875,2665.281982421875,2646.22607421875,2661.48828125,3679566.0
2024-10-03,2661.48828125,2663.802734375,2642.447265625,2656.806396484375,4732926.0
2024-10-04,2656.806396484375,2669.756103515625,2636.879150390625,2654.523681640625,4078673.0
2024-10-05,2654.523681640625,2656.89990234375,2651.93701171875,2654.71240234375,3714648.0
2024-10-06,2654.71240234375,2658.075927734375,2651.092041015625,2651.671142578125,3854150.0
2024-10-07,2651.671142578125,2661.105224609375,2641.056884765625,2643.0615234375,6757049.0
2024-10-08,2643.0615234375,2653.22119140625,2608.3798828125,2622.39453125,5261389.0
2024-10-09,2622.39453125,2624.995361328125,2606.2333984375,2609.25634765625,4564686.0
2024-10-10,2609.25634765625,2633.074462890625,2607.6455078125,2632.12646484375,4653788.0
2024-10-11,2632.12646484375,2660.013916015625,2631.17529296875,2656.490966796875,5362149.0
2024-10-12,2656.490966796875,2662.102783203125,2654.118408203125,2658.09375,3877153.0
2024-10-13,2658.09375,2662.04443359375,2649.75390625,2651.599609375,3931590.0
2024-10-14,2651.599609375,2666.257080078125,2645.410400390625,2649.525634765625,4639319.0
2024-10-15,2649.525634765625,2667.657958984375,2640.02294921875,2661.096435546875,4761871.0
2024-10-16,2661.096435546875,2683.023681640625,2658.82177734375,2673.421630859375,4110074.0
2024-10-17,2673.421630859375,2694.833984375,2673.326416015625,2691.86376953125,4907134.0
2024-10-18,2691.846923828125,2721.732421875,2691.80859375,2720.793212890625,5071797.0
2024-10-19,2720.793212890625,2723.8466796875,2719.986328125,2723.278076171875,3396782.0
2024-10-20,2723.278076171875,2725.938232421875,2720.48828125,2724.964111328125,4064750.0
2024-10-21,2724.964111328125,2744.144775390625,2720.21044921875,2724.362548828125,8658637.0
2024-10-22,2724.362548828125,2789.66748046875,2720.86572265625,2764.454345703125,20921803.0
2024-10-23,2764.454345703125,2817.5751953125,2726.908447265625,2737.801513671875,13750957.0
2024-10-24,2737.263916015625,2765.274169921875,2730.492431640625,2755.84814453125,6414561.0
2024-10-25,2755.84814453125,2763.00146484375,2735.4189453125,2754.924560546875,6713686.0
